ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment
6715,577,Tango Luxembourg,Luxembourg,epc.mnc077.mcc270.3gppnetwork.org,27077,online,,Indirect,Live,,,,EMEA,,
6962,177,CTM,Macao,epc.mnc001.mcc455.3gppnetwork.org,45501,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
7120,186,Hutchison Macau,Macao,epc.mnc003.mcc455.3gppnetwork.org,45503,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
7104,301,SmarTone Macau,Macao,epc.mnc000.mcc455.3gppnetwork.org,45500,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
12497,1434,T-Mobile Macedon,Macedonia,epc.mnc001.mcc294.3gppnetwork.org,29401,online,,Indirect,Live,,,,EMEA,,
6961,1469,VIP Operator,Macedonia,epc.mnc003.mcc294.3gppnetwork.org,29403,online,,Indirect,Live,,,,EMEA,,
12777,563,Celtel Madagascar,Madagascar,,,,,,,,,,,,
7405,564,Orange (Antaris SMM),Madagascar,epc.mnc002.mcc646.3gppnetwork.org,64602,online,,Indirect,,,,,CALA,,
7389,1391,Telma Mobile,Madagascar,epc.mnc004.mcc646.3gppnetwork.org,64604,online,,Indirect,Live,,,,EMEA,,
12730,567,Celtel Malawi,Malawi,epc.mnc010.mcc650.3gppnetwork.org ,65010,online,,Indirect,,,,,EMEA,,
6502,302,Celcom,Malaysia,epc.mnc019.mcc502.3gppnetwork.org,"50213,50219",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
7045,176,DiGi,Malaysia,epc.mnc016.mcc502.3gppnetwork.org,50216,online,,Indirect,Live,,,,Asia Pacific,,
6504,159,Maxis,Malaysia,epc.mnc012.mcc502.3gppnetwork.org,50212,online,,Indirect,Live,,,,Asia Pacific,,
7077,2914,MYS/PACONE,Malaysia,"epc.mnc011.mcc502.3gppnetwork.org,epc.mnc153.mcc502.3gppnetwork.org","50211,502153",online,,Indirect,Live,Packet One,,,Asia Pacific,,
7019,1376,U Mobile,Malaysia,epc.mnc018.mcc502.3gppnetwork.org,50218,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,Asia Pacific,,
7335,2222,YTL Communication,Malaysia,epc.mnc152.mcc502.3gppnetwork.org,502152,online,,Indirect,Live,,,,Asia Pacific,,
7261,845,Wataniya Maldives,Maldives,epc.mnc002.mcc472.3gppnetwork.org,47202,online,,Indirect,,,,,EMEA,,
7428,927,Orange Mali,Mali,epc.mnc002.mcc610.3gppnetwork.org,61002,online,,Indirect,Live,,,,EMEA,,
7317,403,Mobisle Communications Limited,Malta,epc.mnc021.mcc278.3gppnetwork.org,27821,hidden,,Indirect,,,,,CALA,,"No opportunity to establish direct connection yet, so this route should be opened via Comfone as default choice. and no need special approval."
6931,415,Vodafone Malta,Malta,"epc.mnc001.mcc278.3gppnetwork.org,epc.mnc028.mcc901.3gppnetwork.org","27801,90128",online,,Indirect,Live,,,,EMEA,,"90128 is m2m 27801 is normal routing, TS shall open routing on both realm for all route request to VFMALTA"
12652,961,Digicel FWI,Martinique Guadeloupe French Guiana,epc.mnc020.mcc340.3gppnetwork.org,34020,online,"Digicel Jamaica, NA DSC",Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,,
7396,1595,Digicel Group ,Martinique Guadeloupe French Guiana,,,,,,,,,,,,
6952,785,CELLPLUS MAURITIUS,Mauritius,epc.mnc001.mcc617.3gppnetwork.org,61701,online,,Indirect,Live,,,,EMEA,,
7105,513,Emtel Ltd,Mauritius,epc.mnc010.mcc617.3gppnetwork.org,61710,online,,Indirect,Live,,,,EMEA,,
7508,2369,Mahanagar Telephone (Mauritius) Ltd,Mauritius,epc.mnc003.mcc617.3gppnetwork.org,61703,hidden,,,,,,,,,
7031,766,Iusacell,Mexico,"epc.mnc044.mcc901.3gppnetwork.org,epc.mnc050.mcc334.3gppnetwork.org,epc.mnc070.mcc334.3gppnetwork.org","334050,334070,90144",online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,CALA,,
6982,1373,Nextel Mexico,Mexico,epc.mnc090.mcc334.3gppnetwork.org,334090,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,CALA,,
6818,475,Radiomovil (TELCEL),Mexico,epc.mnc020.mcc334.3gppnetwork.org,334020,online,,Indirect,Live,,,,CALA,,
6623,505,Telefonica Moviles Mexico,Mexico,epc.mnc030.mcc334.3gppnetwork.org,33430,online,,Indirect,Live,,,balram.jayaram@syniverse.com,CALA,,
12558,640,MOLDCELL,Moldova,epc.mnc002.mcc259.3gppnetwork.org,25902,hidden,,Indirect,,"This operator is behind comfone IPX hub, must request PM approval before processing a Bilateral relation. ",,,EMEA,,
7419,1016,MOLDTELECOM Moldova,Moldova,epc.mnc005.mcc259.3gppnetwork.org,25905,hidden,,Indirect,Live,,,,EMEA,,
6825,739,Orange Moldova,Moldova,epc.mnc001.mcc259.3gppnetwork.org,25901,online,,Indirect,Live,,,,EMEA,,
7030,2243,Monaco Telecom,Monaco,epc.mnc010.mcc212.3gppnetwork.org,21210,online,,Indirect,Live,,,,EMEA,,
7383,734,MobiCom Corporation,Mongolia,epc.mnc099.mcc428.3gppnetwork.org,42899,hidden,,Indirect,,,,,,,"On April 11 2017, BICS said MobiCom is still under provision"
12739,733,SkyTel Mongolia,Mongolia,epc.mnc001.mcc428.3gppnetwork.org,42801,online,,Indirect,,,,,EMEA,,
7329,799,Unitel Mongolia,Mongolia,epc.mnc088.mcc428.3gppnetwork.org,42888,hidden,,Indirect,,,,,,,"As per confirmed by Sales on mid-July, there is no sales opportunity to establish direct connection with this Operator yet."
7316,1388,Mtel Montenegro,Montenegro,epc.mnc003.mcc297.3gppnetwork.org,29703,hidden,,Indirect,Live,,,,EMEA,,"No sales oppotunity, could open route directly. 2017/4/14"
7038,1845,T-Mobile Montenegro ,Montenegro,epc.mnc002.mcc297.3gppnetwork.org,29702,online,,Indirect,Live,,,,EMEA,,
6968,554,Telenor Montenegro,Montenegro,epc.mnc001.mcc297.3gppnetwork.org,29701,online,,Indirect,Live,,,,EMEA,,
7036,438,Maroc Telecom,Morocco,epc.mnc001.mcc604.3gppnetwork.org,60401,online,,Indirect,Live,,,,EMEA,,IAM Morocco
6949,627,Meditel,Morocco,epc.mnc000.mcc604.3gppnetwork.org,60400,online,,Indirect,Live,,,,EMEA,,
7093,2012,Wana Corporate,Morocco,epc.mnc002.mcc604.3gppnetwork.org,60402,online,,Indirect,Live,,,,EMEA,,
12490,1800,Myanmar Posts and Telecommunications,Myanmar,epc.mnc001.mcc414.3gppnetwork.org,41401,online,,Indirect,Live,,,,Asia Pacific,,
7115,2776,Ooredoo Myanmar Limited,Myanmar,epc.mnc005.mcc414.3gppnetwork.org,41405,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,Asia Pacific,,
12771,3179,Telecom International Myanmar,Myanmar,epc.mnc009.mcc414.3gppnetwork.org,41409,hidden,,Indirect,,,,,EMEA,,
7391,2783,Telenor Myanmar,Myanmar,epc.mnc006.mcc414.3gppnetwork.org,41406,online,,Indirect,Live,,,,Asia Pacific,,
12745,1699,Cell One Namibia,Namibia,epc.mnc003.mcc649.3gppnetwork.org,64903,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
12608,1629,Nepal Telecom,Nepal,epc.mnc001.mcc429.3gppnetwork.org,42901,online,,Indirect,Live,,,,Asia Pacific,,
7436,1493,Spice Nepal Private Limited,Nepal,epc.mnc002.mcc429.3gppnetwork.org,42902,online,,Indirect,,,,,,,
6310,2605,DRA1.AMS2,Netherlands,amsdra001.aicent.grx,,,,,,,,,,,
6677,1544,iBasis Peer,Netherlands,,,,"AP DSC, EU DSC, NA DSC",,,,,,,,
6697,360,KPN Mobile The Netherlands BV,Netherlands,epc.mnc008.mcc204.3gppnetwork.org,20408,online,,Indirect,Live,,,,EMEA,,
7492,307,Sybase Peering Hub,Netherlands,,,,"EU DSC, AP DSC",Peer,,,,wind.wang@syniverse.com,,,"if our customer is in Asia use AP peering with Sybase. Otherwise, use EU peering with Sybase"
7026,392,T-Mobile Netherlands,Netherlands,"epc.mnc016.mcc204.3gppnetwork.org,epc.mnc020.mcc204.3gppnetwork.org","20416,20420",online,,Indirect,Live,,,,EMEA,,
12606,617,Tele2 Netherlands,Netherlands,epc.mnc002.mcc204.3gppnetwork.org,20402,online,,Indirect,Live,,,,EMEA,,
12571,3137,Teleena Netherlands,Netherlands,"epc.mnc007.mcc204.3gppnetwork.org,epc.mnc054.mcc901.3gppnetwork.org","20407,90154",online,,Indirect,,,,,EMEA,,
6712,358,Vodafone Netherlands,Netherlands,epc.mnc004.mcc204.3gppnetwork.org,20404,online,,Indirect,Live,,,,EMEA,,
12556,1801,Curacao Telecom N.V.,Netherlands Antilles,epc.mnc069.mcc362.3gppnetwork.org,36269,online,"Digicel Jamaica, NA DSC",Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,
7360,1701,Telcell St. Maarten,Netherlands Antilles,epc.mnc051.mcc362.3gppnetwork.org,36251,hidden,,Indirect,,,,,,,"20160812 no sales oppotunity, bring on line as hiddend OP via comfone"
7041,1700,UTS Curacao,Netherlands Antilles,epc.mnc091.mcc362.3gppnetwork.org,36291,online,NA DSC,Direct,Live,"UTS Setel
United Telecom Services 
Billing ID 6484
",,fabian.castillo@syniverse.com,CALA,,
6613,589,Spark New Zealand Trading Limited,New Zealand,epc.mnc005.mcc530.3gppnetwork.org,53005,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,"*SVR shall add K2R Surffix for K2R route.
AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org

MME has problem , when send request in one port, the response will be in another port,so the request will fail
This problem can not be fixed unless Spark upgrade"
12656,1439,Two Degrees Mobile Limited,New Zealand,epc.mnc024.mcc530.3gppnetwork.org,53024,online,AP DSC,Direct,,,,tom.yu@syniverse.com,Asia Pacific,,"2018/6/13
Test has been finished successfully between 2 Degrees MMECB0 and Cubic
Two degree is not ready to launch LTE until Nov.  
New route shall be pending on 2 degree"
6719,352,Vodafone Mobile NZ Limited,New Zealand,epc.mnc001.mcc530.3gppnetwork.org,53001,online,,Indirect,Live,,,,Asia Pacific,,
7353,942,Enitel,Nicaragua,epc.mnc021.mcc710.3gppnetwork.org,71021,hidden,,Indirect,,,,,,,
7281,1803,Telefonica Celular de Nicaragua S.A.,Nicaragua,epc.mnc300.mcc710.3gppnetwork.org,710300,online,,Indirect,Live,,,,CALA,,
12663,923,Airtel Nigeria,Nigeria,epc.mnc020.mcc621.3gppnetwork.org,62120,online,,Indirect,,,,,EMEA,,
12597,860,MTN Nigeria,Nigeria,epc.mnc030.mcc621.3gppnetwork.org,62130,online,,Indirect,Live,,,,EMEA,,
7506,1962,Nigeria Telecommunications Ltd (NITEL GSM),Nigeria,epc.mnc040.mcc621.3gppnetwork.org,62140,hidden,,Indirect,,,,,EMEA,,
12605,1630,AeroMobile,Norway,epc.mnc014.mcc901.3gppnetwork.org,90114,hidden,,Indirect,,,,,,,
7443,930,Com4,Norway,epc.mnc009.mcc242.3gppnetwork.org,24209,hidden,,Indirect,Not in external coverage,,,,,,
7361,2974,ICE Communication Norge AS,Norway,epc.mnc014.mcc242.3gppnetwork.org,24214,online,EU DSC,Direct,Live,,Contract,greg.zhai@syniverse.com,EMEA,,
7497,844,MCP,Norway,epc.mnc012.mcc901.3gppnetwork.org,90112,online,,Indirect,Live,,,,EMEA,,
6836,375,Netcom,Norway,epc.mnc002.mcc242.3gppnetwork.org,24202,online,,Indirect,Live,,,,EMEA,,
7116,1702,Network Norway,Norway,epc.mnc005.mcc242.3gppnetwork.org,24205,online,,Indirect,Live,,,,EMEA,,
7310,2018,TDC Mobil Norway,Norway,epc.mnc008.mcc242.3gppnetwork.org,24208,online,,Indirect,Live,,,,EMEA,,
6567,346,Telenor Norway,Norway,epc.mnc001.mcc242.3gppnetwork.org,24201,online,,Indirect,Live,,,,EMEA,,
6635,2756,Telenor Peering DSS,Norway,,,,"AP DSC, EU DSC, NA DSC",Peer,,,,wind.wang@syniverse.com,,,
6722,570,Oman Mobile,Oman,epc.mnc002.mcc422.3gppnetwork.org,42202,online,,Indirect,Live,,,,EMEA,,"TATA is asking to migrate OMAN Mobile to them and it has been approved by Mike S, wind is communicating with TATA about the migration"
6619,846,Ooredoo OMN,Oman,epc.mnc003.mcc422.3gppnetwork.org,42203,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,"*K2R route shall be opened by owner 
*AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org
"
12527,1274,Cmpak Pakistan,Pakistan,epc.mnc004.mcc410.3gppnetwork.org,41004,online,,Indirect,Live,,,,EMEA,,
12515,556,Telenor Pakistan,Pakistan,epc.mnc006.mcc410.3gppnetwork.org,41006,online,,Indirect,Live,,,,EMEA,,
7100,775,Warid Telecom Pakistan,Pakistan,"epc.mnc001.mcc410.3gppnetwork.org,epc.mnc007.mcc410.3gppnetwork.org","41001,41007",online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,"Now named ""Jazz"""
12768,2410,PNCC Wireless,Palau,epc.mnc001.mcc552.3gppnetwork.org,55201,hidden,,,,,,,,,
12750,1805,Wataniya Palestine,Palestinian Territory Occupied,epc.mnc006.mcc425.3gppnetwork.org,42506,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
7499,518,Cable and Wireless Panama,Panama,epc.mnc001.mcc714.3gppnetwork.org,71401,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,CALA,,
7385,1703,Claro Panama,Panama,epc.mnc003.mcc714.3gppnetwork.org,71403,hidden,,Indirect,Live,,,balram.jayaram@syniverse.com,CALA,,
12557,1736,Digicel Panama,Panama,epc.mnc004.mcc714.3gppnetwork.org,71404,online,"NA DSC, Digicel Jamaica",Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,
7065,1806,Telefonica Moviles Panama,Panama,epc.mnc020.mcc714.3gppnetwork.org,71420,online,,Indirect,Live,,,,CALA,,
12746,848,BMobile Limited,Papua New Guinea,epc.mnc001.mcc537.3gppnetwork.org,53701,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
7326,1613,Digicel Papua New Guinea,Papua New Guinea,epc.mnc003.mcc537.3gppnetwork.org,53703,online,,Indirect,Live,,,,Asia Pacific,,
7413,1433,Claro Paraguay,Paraguay,epc.mnc002.mcc744.3gppnetwork.org,74402,online,,Indirect,Live,,,,CALA,,
12591,660,Hola,Paraguay,epc.mnc001.mcc744.3gppnetwork.org,74401,hidden,,Indirect,,,,,CALA,,2018/1/29 FT said hola is not fully setup for FT
12492,918,Nucleo,Paraguay,epc.mnc005.mcc744.3gppnetwork.org,74405,hidden,,Indirect,,,,,CALA,,
7343,863,Telecel Paraguay,Paraguay,epc.mnc004.mcc744.3gppnetwork.org,74404,online,NA DSC,,,,,luisdiego.jimenez@syniverse.com,,,
6811,1276,Claro Peru,Peru,epc.mnc010.mcc716.3gppnetwork.org,71610,online,,Indirect,Live,,,,CALA,,
7339,2065,Entel Peru,Peru,epc.mnc017.mcc716.3gppnetwork.org,71617,hidden,,Indirect,Live,,,,CALA,,"Usually named as ""Entel Peru""
Will be new customer, appian project in place, not assign to DSS yet"
7011,1401,Telefonica Moviles Peru,Peru,epc.mnc006.mcc716.3gppnetwork.org,71606,online,,Indirect,Live,,,,CALA,,
6123,288,Globe,Philippines,epc.mnc002.mcc515.3gppnetwork.org,51502,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
6192,160,SMART,Philippines,epc.mnc003.mcc515.3gppnetwork.org,51503,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
6798,406,Orange Poland,Poland,epc.mnc003.mcc260.3gppnetwork.org,26003,online,,Indirect,Live,,,,EMEA,,
6950,790,Play Mobile,Poland,epc.mnc006.mcc260.3gppnetwork.org,26006,online,,Indirect,Live,,,,EMEA,,
6925,368,Polkomtel,Poland,epc.mnc001.mcc260.3gppnetwork.org,26001,online,,Indirect,Live,,,,EMEA,,Polkomtel is using 5012 to steer their roamers
6936,397,T-Mobile Poland,Poland,epc.mnc002.mcc260.3gppnetwork.org,26002,online,,Indirect,Live,,,,EMEA,,
6535,371,MEO,Portugal,epc.mnc006.mcc268.3gppnetwork.org,26806,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
6620,385,Optimus,Portugal,epc.mnc003.mcc268.3gppnetwork.org,26803,online,,Indirect,Live,,,,EMEA,,
6737,320,Vodafone Portugal,Portugal,epc.mnc001.mcc268.3gppnetwork.org,26801,online,,Indirect,Live,,,,EMEA,,
7319,1465,Claro Puerto Rico,Puerto Rico,epc.mnc110.mcc330.3gppnetwork.org,330110,online,NA DSC,Direct,Live,,Contract,Mario.herrera@syniverse.com,CALA,,
6625,2246,Open Mobile PR,Puerto Rico,epc.mnc120.mcc330.3gppnetwork.org,330120,online,NA DSR,Direct,Live,,,malyadri.palakeerthi@syniverse.com,CALA,,
6792,673,Ooredoo Qatar,Qatar,epc.mnc001.mcc427.3gppnetwork.org,42701,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
6761,1809,Vodafone Qatar Q.S.C.,Qatar,epc.mnc002.mcc427.3gppnetwork.org,42702,online,NA DSR,Direct,Live,,,balram.jayaram@syniverse.com,EMEA,,"*Will migrate to EU DSC
Migration fall back on  Sep5 2018"
12512,919,Orange Reunion,Reunion,epc.mnc000.mcc647.3gppnetwork.org,64700,online,,Indirect,Live,,,,EMEA,,
6732,440,Orange Romania,Romania,epc.mnc010.mcc226.3gppnetwork.org,22610,online,,Indirect,Live,,,,EMEA,,
12526,1811,RCS & RDS ,Romania,epc.mnc005.mcc226.3gppnetwork.org,22605,online,,Indirect,Live,,,,EMEA,,
7097,823,Telekom Romania Mobile Communications S.A.,Romania,epc.mnc003.mcc226.3gppnetwork.org,22603,online,,Indirect,Live,,,,EMEA,,"Shall open via Comfone first for approval.
Please do not open via iBasis"
6713,319,Vodafone Romania,Romania,epc.mnc001.mcc226.3gppnetwork.org,22601,online,,Indirect,Live,,,,EMEA,,
6848,2855,MTT Peering Hub,Russia,,,,NA DSC,Peer,,,,,EMEA,,
12630,838,Ekaterinburg-2000,Russian Federation,epc.mnc035.mcc250.3gppnetwork.org,25035,hidden,,Indirect,Live,,,,EMEA,,
7427,3037,LLC KTKTELEKOM,Russian Federation,epc.mnc060.mcc250.3gppnetwork.org,25060,online,,Indirect,Live,,,,EMEA,,
6439,419,MegaFon,Russian Federation,epc.mnc002.mcc250.3gppnetwork.org,25002,online,,Indirect,Live,,,,EMEA,,
6125,1303,MTS Russia,Russian Federation,epc.mnc001.mcc250.3gppnetwork.org,25001,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,"*new route shall go through direct connection EU
*default route still pointing to iBasis EU, need to add special decide route when open new route

Currently in testing phase so route migration has not start."
7429,630,Tele2 Russia,Russian Federation,epc.mnc020.mcc250.3gppnetwork.org,25020,hidden,,Indirect,Live,,,,EMEA,,"2017MARCH14, tele2 confirm its not his customer, according to IR21,TATA and TIS, reaching out to TIS to confirm coverage

2017March 15, Tele2 Russia uses SAP as its IPX provider, we cannot open route related with Tele2 Russia due to we do not have peering with SAP... 

20170731 ooredoo MM request to open route , send approval request to PDM"
7494,3071,TMT Russian,Russian Federation,epc.mnc027.mcc250.3gppnetwork.org,25027,hidden,,Indirect,,,,,EMEA,,
6870,330,Vimpelcom Russia,Russian Federation,epc.mnc099.mcc250.3gppnetwork.org,25099,online,,Indirect,Live,,,Jason.Qin@syniverse.com,EMEA,,"1. Vimpelcom is now direct customer of BICS.
2. For now, please ask Jason Qin to open new route for Vimpelcom -- 2018.06.12 "
12776,2429,Airtel Rwanda,Rwanda,epc.mnc014.mcc635.3gppnetwork.org,63514,online,,Indirect,,,,,EMEA,,
12659,1635,MTN Rwanda,Rwanda,epc.mnc010.mcc635.3gppnetwork.org,63510,online,,Indirect,,,,,EMEA,,
7456,1813,TIGO RWANDA S.A,Rwanda,epc.mnc013.mcc635.3gppnetwork.org,63513,online,,Indirect,,,,,EMEA,,
12736,1659,Cable and Wireless St Kitts,Saint Kitts and Nevis,epc.mnc110.mcc356.3gppnetwork.org,356110,Group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,Cable and wireless group member
12737,1660,Cable and Wireless St Lucia,Saint Lucia,epc.mnc110.mcc358.3gppnetwork.org,358110,Group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,Cable and wireless group member
12655,2262,Digicel Samoa,Samoa,epc.mnc000.mcc549.3gppnetwork.org,54900,online,,Indirect,,,,,EMEA,,"BICS comment on 20180515
The Digicel Samoa is not available for peering now.
We will inform you as soon as we receive an update.

Mario Herrera: As of 2018-06-15 IR21 provided by Telus, the IPX for Digicel Samoa is Telstra, CCB updated.
"
12532,914,SamoaTel Samoa,Samoa,"epc.mnc027.mcc549.3gppnetwork.org,epc.mnc110.mcc544.3gppnetwork.org ","544110,54927",hidden,,Indirect,,,,,Asia Pacific,,
6489,664,Mobily (Etihad Etisalat),Saudi Arabia,epc.mnc003.mcc420.3gppnetwork.org,42003,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
6803,669,STC,Saudi Arabia,epc.mnc001.mcc420.3gppnetwork.org,42001,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
6618,1410,Zain Saudi Arabia,Saudi Arabia,epc.mnc004.mcc420.3gppnetwork.org,42004,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,SVR works as backup DSS for BICS
7493,854,SONATEL,Senegal,epc.mnc001.mcc608.3gppnetwork.org,60801,online,,Indirect,,,,,EMEA,,
7380,512,Telekom Srbija,Serbia,epc.mnc003.mcc220.3gppnetwork.org,22003,online,,Indirect,Live,,,,EMEA,,
7074,433,Telenor Serbia,Serbia,epc.mnc001.mcc220.3gppnetwork.org,22001,online,,Indirect,Live,,,,EMEA,,
7039,1344,VIP Serbia,Serbia,epc.mnc005.mcc220.3gppnetwork.org,22005,online,,Indirect,Live,,,,EMEA,,
7076,857,Cable and Wireless Seychelles,Seychelles,epc.mnc001.mcc633.3gppnetwork.org,63301,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
7425,1603,Telecom Seychelles,Seychelles,epc.mnc010.mcc633.3gppnetwork.org,63310,online,,Indirect,Live,,,,EMEA,,
12614,1818,Africell Sierra Leone,Sierra Leone,epc.mnc005.mcc619.3gppnetwork.org,61905,online,EU DSC,Direct,Pending,,Contract,Jason.Qin@syniverse.com,EMEA,SLEAC,
6852,2850,AP-SNG-DSC-01,Singapore,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,
6356,2524,DRA1.SIN2,Singapore,sindra001.aicent.grx,,,,,,,,,,,
6360,127,M1 Limited,Singapore,epc.mnc003.mcc525.3gppnetwork.org,52503,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
6124,108,SingTel Mobile,Singapore,epc.mnc001.mcc525.3gppnetwork.org,52501,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
6120,107,StarHub,Singapore,epc.mnc005.mcc525.3gppnetwork.org,52505,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
7064,760,O2 Slovakia,Slovakia,epc.mnc006.mcc231.3gppnetwork.org,23106,online,,Indirect,Live,,,,EMEA,,
6938,327,Orange Slovensko,Slovakia,epc.mnc001.mcc231.3gppnetwork.org,23101,online,,Indirect,Live,,,,EMEA,,
7062,661,Slovak Telecom,Slovakia,epc.mnc002.mcc231.3gppnetwork.org,23102,online,,Indirect,Live,,,,EMEA,,
6773,414,A1 Slovenia,Slovenia,epc.mnc040.mcc293.3gppnetwork.org,29340,online,,Indirect,Live,Si.Mobile,,,EMEA,,
6807,362,Mobitel Slovenia,Slovenia,epc.mnc041.mcc293.3gppnetwork.org,29341,online,,Indirect,Live,,,,EMEA,,
7338,749,Telemach Mobil,Slovenia,epc.mnc070.mcc293.3gppnetwork.org,29370,hidden,,Peer,,,,,,,"No sales opportunity currently, can open route via Comfone without approval. "
12747,2654,B-Mobile SLB,Solomon Islands,epc.mnc002.mcc540.3gppnetwork.org,54002,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
12763,1819,Solomon Telekom Co Ltd,Solomon Islands,epc.mnc001.mcc540.3gppnetwork.org,54001,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-08
"
12749,948,Cell C,South Africa,epc.mnc007.mcc655.3gppnetwork.org,65507,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
6974,494,MTN South Africa,South Africa,epc.mnc010.mcc655.3gppnetwork.org,65510,online,EU DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,
6745,430,Vodacom South Africa,South Africa,epc.mnc001.mcc655.3gppnetwork.org,65501,online,,Indirect,Live,,,,EMEA,,
6569,365,Orange Spain,Spain,epc.mnc003.mcc214.3gppnetwork.org,21403,online,,Indirect,Live,,,,EMEA,,
7043,2089,Telefonica International Wholesale,Spain,,,,"NA DSC, EU DSC",Peer,,,,,CALA,,
6581,384,Telefonica Moviles,Spain,"epc.mnc005.mcc214.3gppnetwork.org,epc.mnc007.mcc214.3gppnetwork.org","21405,21407",online,,Indirect,Live,,,balram.jayaram@syniverse.com,EMEA,,"Local DSC is EU, migrated from NA DSC to EU DSC on 29th Aug, 2018."
6711,380,Vodafone Spain,Spain,epc.mnc001.mcc214.3gppnetwork.org,21401,online,,Indirect,Live,,,,EMEA,,"From now on, please kindly use S9EU--Vodafone to open route for Vodafone Spain.
"
7416,773,Vodafone Spain MVNO,Spain,epc.mnc006.mcc214.3gppnetwork.org,21406,online,,Indirect,,,,,,,IR21 received at 14th Nov 2016
6896,893,Xfera,Spain,epc.mnc004.mcc214.3gppnetwork.org,21404,online,,Indirect,Live,,,,EMEA,,
6312,158,Dialog Telekom,Sri Lanka,epc.mnc002.mcc413.3gppnetwork.org,41302,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
6910,453,Mobitel Sri Lanka,Sri Lanka,epc.mnc001.mcc413.3gppnetwork.org,41301,online,,Indirect,Live,,,,Asia Pacific,,
12757,1302,MTN Sudan,Sudan,epc.mnc002.mcc634.3gppnetwork.org,63402,online,,Indirect,,,,,EMEA,,
12593,1665,Zain Sudan,Sudan,epc.mnc001.mcc634.3gppnetwork.org,63401,online,,Indirect,,,,,EMEA,,Now Telenor is the default hub of Zain Sudan. 
