ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment,hub,hub_policy,LIST,LISTREGION
6871,317,Telenor Hungary,Hungary,epc.mnc001.mcc216.3gppnetwork.org,21601,online,,Indirect,Live,,,,EMEA,HUNH1,,:Telenor,Telenor:Prefered(Default),LIST_6871_TELENOR_HUNGARY,"EU,NA"
6981,401,Vodafone Hungary Ltd,Hungary,epc.mnc070.mcc216.3gppnetwork.org,21670,online,,Indirect,Live,,,,EMEA,HUNVR,,:VCS,VCS:Prefered(Default),LIST_6981_VODAFONE_HUNGARY_LTD,EU
7262,1341,Nova,Iceland,epc.mnc011.mcc274.3gppnetwork.org,27411,online,,Indirect,Live,,,,EMEA,ISLNO,,:BICS,BICS:Prefered(Default),LIST_7262_NOVA,"EU,NA"
6957,389,Siminn hf,Iceland,"epc.mnc001.mcc274.3gppnetwork.org,epc.mnc008.mcc274.3gppnetwork.org,epc.mnc012.mcc274.3gppnetwork.org","27401,27408,27412",online,,Indirect,Live,,,,EMEA,ISLPS;AAMOW,,:Telenor,Telenor:Prefered(Default),LIST_6957_SIMINN_HF,"EU,NA"
7096,496,Vodafone Iceland,Iceland,epc.mnc002.mcc274.3gppnetwork.org,27402,online,,Indirect,Live,,,,EMEA,ISLTL,,:VCS,VCS:Prefered(Default),LIST_7096_VODAFONE_ICELAND,EU
7013,418,Bharti Airtel India,India,"epc.mnc002.mcc404.3gppnetwork.org,epc.mnc003.mcc404.3gppnetwork.org,epc.mnc010.mcc404.3gppnetwork.org,epc.mnc016.mcc404.3gppnetwork.org,epc.mnc031.mcc404.3gppnetwork.org,epc.mnc040.mcc404.3gppnetwork.org,epc.mnc045.mcc404.3gppnetwork.org,epc.mnc049.mcc404.3gppnetwork.org,epc.mnc051.mcc405.3gppnetwork.org,epc.mnc052.mcc405.3gppnetwork.org,epc.mnc053.mcc405.3gppnetwork.org,epc.mnc054.mcc405.3gppnetwork.org,epc.mnc055.mcc405.3gppnetwork.org,epc.mnc056.mcc405.3gppnetwork.org,epc.mnc070.mcc404.3gppnetwork.org,epc.mnc090.mcc404.3gppnetwork.org,epc.mnc092.mcc404.3gppnetwork.org,epc.mnc093.mcc404.3gppnetwork.org,epc.mnc094.mcc404.3gppnetwork.org,epc.mnc095.mcc404.3gppnetwork.org,epc.mnc096.mcc404.3gppnetwork.org,epc.mnc097.mcc404.3gppnetwork.org,epc.mnc098.mcc404.3gppnetwork.org","40402,40403,40410,40416,40431,40440,40445,40449,40470,40490,40492,40493,40494,40495,40496,40497,40498,40551,40552,40553,40554,40555,40556",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,INDAT;INDA,"K2R route shall be opened by Greg
",:BICS,BICS:Need approval,LIST_7013_BHARTI_AIRTEL,AP
7264,747,IDEA,India,"epc.mnc004.mcc404.3gppnetwork.org,epc.mnc007.mcc404.3gppnetwork.org,epc.mnc012.mcc404.3gppnetwork.org,epc.mnc014.mcc404.3gppnetwork.org,epc.mnc019.mcc404.3gppnetwork.org,epc.mnc022.mcc404.3gppnetwork.org,epc.mnc024.mcc404.3gppnetwork.org,epc.mnc044.mcc404.3gppnetwork.org,epc.mnc056.mcc404.3gppnetwork.org,epc.mnc070.mcc405.3gppnetwork.org,epc.mnc078.mcc404.3gppnetwork.org,epc.mnc082.mcc404.3gppnetwork.org,epc.mnc087.mcc404.3gppnetwork.org,epc.mnc089.mcc404.3gppnetwork.org,epc.mnc799.mcc405.3gppnetwork.org,epc.mnc845.mcc405.3gppnetwork.org,epc.mnc846.mcc405.3gppnetwork.org,epc.mnc848.mcc405.3gppnetwork.org,epc.mnc849.mcc405.3gppnetwork.org,epc.mnc850.mcc405.3gppnetwork.org,epc.mnc852.mcc405.3gppnetwork.org,epc.mnc853.mcc405.3gppnetwork.org","40404,40407,40412,40414,40419,40422,40424,40444,40456,40478,40482,40487,40489,40570,405799,405845,405846,405848,405849,405850,405852,405853",online,,Indirect,Live,,,,Asia Pacific,INDE1;INDE,,:BICS,BICS:Prefered(Default),LIST_7264_IDEA,"EU,NA"
7083,2924,Reliance Jio,India,"epc.mnc840.mcc405.3gppnetwork.org,epc.mnc854.mcc405.3gppnetwork.org,epc.mnc855.mcc405.3gppnetwork.org,epc.mnc856.mcc405.3gppnetwork.org,epc.mnc857.mcc405.3gppnetwork.org,epc.mnc858.mcc405.3gppnetwork.org,epc.mnc859.mcc405.3gppnetwork.org,epc.mnc860.mcc405.3gppnetwork.org,epc.mnc861.mcc405.3gppnetwork.org,epc.mnc862.mcc405.3gppnetwork.org,epc.mnc863.mcc405.3gppnetwork.org,epc.mnc864.mcc405.3gppnetwork.org,epc.mnc865.mcc405.3gppnetwork.org,epc.mnc866.mcc405.3gppnetwork.org,epc.mnc867.mcc405.3gppnetwork.org,epc.mnc868.mcc405.3gppnetwork.org,epc.mnc869.mcc405.3gppnetwork.org,epc.mnc870.mcc405.3gppnetwork.org,epc.mnc871.mcc405.3gppnetwork.org,epc.mnc872.mcc405.3gppnetwork.org,epc.mnc873.mcc405.3gppnetwork.org,epc.mnc874.mcc405.3gppnetwork.org","405840,405854,405855,405856,405857,405858,405859,405860,405861,405862,405863,405864,405865,405866,405867,405868,405869,405870,405871,405872,405873,405874",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,INDJX;INDJ,,,,LIST_7083_RELIANCE_JIO,"AP,EU"
7303,2582,TATA Communications Peer,India,,,,NA DSC,Peer,,,,,,,,,,,
7271,285,Vodafone India (Essar),India,"epc.mnc005.mcc404.3gppnetwork.org,epc.mnc011.mcc404.3gppnetwork.org,epc.mnc020.mcc404.3gppnetwork.org,epc.mnc027.mcc404.3gppnetwork.org,epc.mnc030.mcc404.3gppnetwork.org,epc.mnc043.mcc404.3gppnetwork.org,epc.mnc046.mcc404.3gppnetwork.org","40405,40411,40420,40427,40430,40443,40446",online,,Indirect,Live,,,,Asia Pacific,INDHM,,:VCS,VCS:Prefered(Default),LIST_7271_VODAFONE_INDIA_ESSAR,"AP,EU"
6467,539,Excelcomindo,Indonesia,epc.mnc011.mcc510.3gppnetwork.org,51011,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,IDNEX,,,,LIST_6467_XL_INDONESIA,AP
7470,688,Hutchison Indonesia,Indonesia,epc.mnc089.mcc510.3gppnetwork.org,51089,hidden,,Indirect,,,,,,IDN89,"SVR does not have connectivity to HGC, can not open route 2017/12/4
Before HGC peering up, please use comfone as peering hub",:Comfone,Comfone:Prefered(Default),LIST_7470_HUTCHISON_INDONESIA,"EU,NA"
6976,426,Indosat - M3,Indonesia,epc.mnc001.mcc510.3gppnetwork.org,51001,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,IDNSL,AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org,,,LIST_6976_INDOSAT_M3,AP
7037,1448,Smartfren Telecom Indonesia,Indonesia,epc.mnc009.mcc510.3gppnetwork.org,"51009,51028",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,IDNST;IDNM8,,,,LIST_7037_SMARTFREN_TELECOM_INDONESIA,AP
6462,413,Telkomsel,Indonesia,epc.mnc010.mcc510.3gppnetwork.org,51010,online,AP DSC,Direct,Live,"SVR reach telkomsel via Telin, but treate telkomsel as direct OP
According to Andhy_S_Perdana@telkomsel.co.id on 4/4/2018
Kindly separate between Telin and Telkomsel.
DSS RMT is Telin, Telkomsel just want to get notification email if there is problem in DEA.
",,joe.feng@syniverse.com,Asia Pacific,IDNTS,"Reached by Telin, but treated as direct OP",:iBasis,iBasis:Need approval,LIST_6462_TELKOMSEL,AP
7371,1789,MCI,Iran Islamic Republic,epc.mnc011.mcc432.3gppnetwork.org,43211,online,,Indirect,,,,,,IRN11,,:DT,DT:Prefered(Default),LIST_7371_MCI,EU
7296,1324,MTN Iran,Iran Islamic Republic,epc.mnc035.mcc432.3gppnetwork.org,43235,hidden,,Indirect,Pending,,,,Asia Pacific,IRNMI,No sales opportunity of direct connection yet. please open via Comfone,:Comfone,Comfone:Prefered(Default),LIST_7296_MTN_IRAN,"EU,NA"
7357,2746,Rightel,Iran Islamic Republic,epc.mnc020.mcc432.3gppnetwork.org,43220,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,IRNTT,,,,LIST_7357_RIGHTEL,AP
12563,3131,Regional Telecom Company,Iraq,epc.mnc066.mcc418.3gppnetwork.org,41866,hidden,,Indirect,,,,,EMEA,IRQFL,,:Comfone,Comfone:Need approval,LIST_12563_REGIONAL_TELECOM_COMPANY,"EU,NA"
12752,2375,Lycamobile Ireland,Ireland,epc.mnc013.mcc272.3gppnetwork.org,27213,online,,,,,,,,,,,,,
7046,743,Meteor Mobile Telecommunications Limited,Ireland,epc.mnc003.mcc272.3gppnetwork.org,27203,online,,Indirect,Live,,,,EMEA,IRLME,,:iBasis,iBasis:Prefered(Default),LIST_7046_METEOR_MOBILE_TELECOMMUNICATIONS_LIMITED,"EU,NA"
7346,740,Three Ireland,Ireland,"epc.mnc002.mcc272.3gppnetwork.org,epc.mnc005.mcc272.3gppnetwork.org","27202,27205",online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,IRLH3,"0.All route shall be only opened by Jason Qin !
1.K2R route shall be opened by owner
2.Normal route must update both NA&EU list cache to enable Jasper M2M service for special IMSI list
3.Normal route shall be opened by owner to consider if to restirct OB roaming.
4.DestRealm =  dra.ipx.syniverse.3gppnetwork.org.
",,,LIST_7346_THREE_IRELAND,"EU,NA"
6750,364,Vodafone Ireland,Ireland,epc.mnc001.mcc272.3gppnetwork.org,27201,online,,Indirect,Live,,,,EMEA,IRLEC,,:VCS,VCS:Prefered(Default),LIST_6750_VODAFONE_IRELAND,EU
7330,425,Manx Telecom,Isle of Man,epc.mnc058.mcc234.3gppnetwork.org,23458,online,,Indirect,Live,,,,EMEA,GBRMT,"PCCWG does not respond to our request, new route shall open via SAP with the approval of product team
---------2018-01-15----------------
we migrated Manx to SAP EU and AP 
---------2018-01-15----------------",:SAP,SAP:Need approval,LIST_7330_MANX_TELECOM,"AP,EU,NA"
12535,2905,Beezz Communication,Israel,epc.mnc023.mcc425.3gppnetwork.org,42523,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,,,,LIST_12535_BEEZZ_COMMUNICATION,EU
6816,410,Cellcom Israel Ltd,Israel,epc.mnc002.mcc425.3gppnetwork.org,42502,online,,Indirect,Live,,,,EMEA,ISRCL,,:Telenor:Comfone K2R,"Telenor:Prefered(Default)
Comfone K2R:Need approval",LIST_6816_CELLCOM_ISRAEL_LTD,"EU,NA"
7132,1950,HOT Mobile,Israel,epc.mnc007.mcc425.3gppnetwork.org,42507,online,,Indirect,Live,,,,EMEA,ISRMS,,:FT,FT:Prefered(Default),LIST_7132_HOT_MOBILE,"EU,NA"
12775,878,Jawwal,Israel,,,,,,,,,,,PSEJE,,,,,
6701,367,Partner Communications Company Ltd,Israel,epc.mnc001.mcc425.3gppnetwork.org,42501,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,ISR01,list cache needs to be updated both on EU and NA when openning new route,,,LIST_6701_PARTNER_COMMUNICATIONS_COMPANY_LTD,"EU,NA"
6935,781,Pelephone Israel,Israel,epc.mnc003.mcc425.3gppnetwork.org,42503,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,ISRPL,"Pelephone has asked SVR to open route of Pelephone-SAP-SVR-Airtel.
Sales George has communicated with them on Jan 16 2018 that no route to SVR direct customer shall go through SAP.
Except Airtel, no other route shall be opened via SAP",,,LIST_6935_PELEPHONE_ISRAEL,"AP,EU,NA"
7370,442,Hutchison 3G,Italy,epc.mnc099.mcc222.3gppnetwork.org,22299,online,,Indirect,Live,,,,EMEA,ITAH3,,:Telecom Italia Sparkle,Telecom Italia Sparkle:Prefered(Default),LIST_7370_HUTCHISON_3G,"EU,NA"
6580,329,Telecom Italia Mobile,Italy,epc.mnc001.mcc222.3gppnetwork.org,22201,online,,Indirect,Live,,,,EMEA,ITASI,,:Telecom Italia Sparkle,Telecom Italia Sparkle:Prefered(Default),LIST_6580_TELECOM_ITALIA_MOBILE,"AP,EU,NA"
6633,2754,Telecom Italia Sparkle DSS Peer,Italy,,,,"EU DSC, NA DSC",Peer,,,,wind.wang@syniverse.com,EMEA,,,,,,
6726,2803,Vodafone IPX Peering Hub,Italy,,,,EU DSC,Peer,,,,wind.wang@syniverse.com,,,,,,,
6738,353,Vodafone Italy,Italy,epc.mnc010.mcc222.3gppnetwork.org,22210,online,,Indirect,Live,,,,EMEA,ITAOM,,:VCS,VCS:Prefered(Default),LIST_6738_VODAFONE_ITALY,EU
7028,351,Wind Italy,Italy,epc.mnc088.mcc222.3gppnetwork.org,22288,online,,Indirect,Live,,,,EMEA,ITAWI,,:BICS:SAP,"BICS:Prefered(Default)
SAP:Need approval",LIST_7028_WIND_ITALY,"AP,EU,NA"
7332,1651,Cable and Wireless Jamaica,Jamaica,epc.mnc180.mcc338.3gppnetwork.org,338180,group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,JAMCW,c&w group member,,,,
6659,572,Digicel Jamaica,Jamaica,epc.mnc050.mcc338.3gppnetwork.org,"338050,348770",online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,JAMDC,"have same realm of Digicel Haity,Digicel Angula,Digicel British Virgin Island Bermuda Digice 348770 belongs to Digicel BVI",,,LIST_6659_DIGICEL_JAMAICA,NA
6118,701,KDDI,Japan,"epc.mnc050.mcc440.3gppnetwork.org,epc.mnc051.mcc440.3gppnetwork.org","44050,44051",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,JPNXX,*SVR shall add K2R Surffix for K2R route.,,,LIST_6118_KDDI,AP
6514,498,NTT DoCoMo,Japan,epc.mnc010.mcc440.3gppnetwork.org,44010,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,JPNDO,,,,LIST_6514_NTT_DOCOMO,AP
6199,399,SOFTBANK MOBILE,Japan,epc.mnc020.mcc440.3gppnetwork.org,44020,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,JPNJP,Route on AP shall be opened by Joe Feng only to make sure if SBM requires white list,,,LIST_6199_SOFTBANK_MOBILE,"AP,NA"
7049,803,Jersey Airtel,Jersey,epc.mnc003.mcc234.3gppnetwork.org,23403,hidden,,Indirect,Not in external coverage,,,,North America,GBRAJ,,:Comfone,Comfone:Need approval,LIST_7049_JERSEY_AIRTEL,"EU,NA"
6937,436,Jersey Telecom,Jersey,epc.mnc050.mcc234.3gppnetwork.org,23450,online,,Indirect,Live,,,,EMEA,GBRJT,,:FT,FT:Prefered(Default),LIST_6937_JERSEY_TELECOM,"EU,NA"
7018,511,Orange Jordan,Jordan,epc.mnc077.mcc416.3gppnetwork.org,41677,online,,Indirect,Live,,,,EMEA,JORMC,,:FT,FT:Prefered(Default),LIST_7018_ORANGE_JORDAN,"EU,NA"
7275,711,Umniah,Jordan,epc.mnc003.mcc416.3gppnetwork.org,41603,online,,Indirect,Live,,,,EMEA,JORUM,,:BICS,BICS:Prefered(Default),LIST_7275_UMNIAH,"EU,NA"
7113,405,Zain Jordan(JMTS),Jordan,epc.mnc001.mcc416.3gppnetwork.org,41601,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,JORFL,"migrated to EU direct link on 2018-05-03
--------------------------------
BT will be the new provider of Zain Jordan. Currently only one route changed. Before is Bell - S9NA - BICS - Zain Jordan. Now is Bell - S9NA - S9EU - BT - Zain Jordan
Zain Jordan is connecting to EU DSC and are conducting test now, new route shall be opened via EU DSC",:BICS:BT,"BICS:Need approval
BT:Need approval",LIST_7113_ZAIN_JORDANJMTS,"EU,NA"
6311,1261,Altel-Mobile network Kazakhstan,Kazakhstan,epc.mnc007.mcc401.3gppnetwork.org,40107,hidden,,Indirect,Not in external coverage,,,,Asia Pacific,,"used to connected to A6AP for trail ,disconnected for a long time",:Comfone:Comfone K2R,"Comfone:Need approval
Comfone K2R:Need approval",LIST_6311_ALTELMOBILE_NETWORK_KAZAKHSTAN,"EU,NA"
7384,1259,K-Mobile-GSM Mobile network Kazakhstan,Kazakhstan,epc.mnc001.mcc401.3gppnetwork.org,40101,online,,Indirect,Live,,,,EMEA,KAZKT,peering with S9EU,:iBasis,iBasis:Prefered(Default),LIST_7384_KMOBILEGSM_MOBILE_NETWORK_KAZAKHSTAN,"EU,NA"
7415,1258,Kcell,Kazakhstan,epc.mnc002.mcc401.3gppnetwork.org,40102,hidden,,Indirect,,,,,,KAZKZ,,:Comfone,Comfone:Prefered(Default),LIST_7415_KCELL,"EU,NA"
7444,1260,Mobile Telecom Service Kazakhstan,Kazakhstan,epc.mnc077.mcc401.3gppnetwork.org,40177,online,,Indirect,Live,,,,EMEA,KAZ77,,:Tele2,Tele2:Prefered(Default),LIST_7444_MOBILE_TELECOM_SERVICE_KAZAKHSTAN,EU
12621,941,Airtel Networks Kenya,Kenya,epc.mnc003.mcc639.3gppnetwork.org,"63903,63905",online,,Indirect,Live,,,,EMEA,KENKC,,:BICS,BICS:Prefered(Default),LIST_12621_AIRTEL_NETWORKS_KENYA,"EU,NA"
7040,685,Safaricom,Kenya,epc.mnc002.mcc639.3gppnetwork.org,63902,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,KENSA;KENK8,,:Comfone,Comfone:Need approval,LIST_7040_SAFARICOM,"EU,NA"
12622,1693,Telkom Kenya,Kenya,epc.mnc007.mcc639.3gppnetwork.org,63907,online,,Indirect,Live,,,,EMEA,KENTK,,:FT,FT:Prefered(Default),LIST_12622_TELKOM_KENYA,"EU,NA"
6359,467,KT Corporation,Korea Republic,epc.mnc008.mcc450.3gppnetwork.org,45008,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,KORKF,,,,LIST_6359_KT_CORPORATION,AP
6188,684,LG U Plus,Korea Republic,epc.mnc006.mcc450.3gppnetwork.org,45006,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,KORLU,SVR shall add K2R Surffix for K2R route.,:TeliaSonera,TeliaSonera:Need approval,LIST_6188_LG_U_PLUS,AP
6361,192,SK Telecom,Korea Republic,epc.mnc005.mcc450.3gppnetwork.org,45005,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,KORSK,,,,LIST_6361_SK_TELECOM,"AP,NA"
6525,575,SK Telink Corporation,Korea Republic,,,,,,,,,,,,,,,,
12568,3135,IPKO Telecommunications LLC,Kosovo,epc.mnc002.mcc221.3gppnetwork.org,22102,hidden,,Indirect,,,,,EMEA,K0001,,:Comfone,Comfone:Prefered(Default),LIST_12568_IPKO_TELECOMMUNICATIONS_LLC,"EU,NA"
7421,840,MT Vala Kosovo,Kosovo,epc.mnc001.mcc212.3gppnetwork.org,21201,online,,Indirect,Live,,,,EMEA,MCOM1,,:BICS,BICS:Prefered(Default),LIST_7421_MT_VALA_KOSOVO,EU
6678,1505,KTC Kuwait (VIVA),Kuwait,epc.mnc004.mcc419.3gppnetwork.org,41904,online,,Indirect,Live,,,,EMEA,KWTKT,,:BICS,BICS:Prefered(Default),LIST_6678_KTC_KUWAIT_VIVA,"EU,NA"
6866,492,Ooredoo Kuwait,Kuwait,epc.mnc003.mcc419.3gppnetwork.org,41903,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,KWTNM,going to deploy steered romaing Sep 2017,,,LIST_6866_OOREDOO_KUWAIT,AP
7117,421,Zain Kuwait,Kuwait,epc.mnc002.mcc419.3gppnetwork.org,41902,online,,Indirect,Live,,,,EMEA,KWTMT,,:BICS,BICS:Prefered(Default),LIST_7117_ZAIN_KUWAIT,"EU,NA"
7503,1491,Alfa Telecom,Kyrgyzstan,epc.mnc005.mcc437.3gppnetwork.org,43705,hidden,,Indirect,Live,,,,EMEA,KGZMC,,:Comfone,Comfone:Prefered(Default),LIST_7503_ALFA_TELECOM,"EU,NA"
6960,1694,NurTelecom Kyrgyzstan,Kyrgyzstan,epc.mnc009.mcc437.3gppnetwork.org,43709,online,,Indirect,Live,,,,EMEA,KGZNT,,:DT:Comfone,"DT:Need approval
Comfone:Prefered(Default)",LIST_6960_NURTELECOM_KYRGYZSTAN,"EU,NA"
7442,1311,Sky Mobile,Kyrgyzstan,epc.mnc001.mcc437.3gppnetwork.org,43701,online,,Indirect,Live,,,,EMEA,KGZ01,,:iBasis,iBasis:Prefered(Default),LIST_7442_SKY_MOBILE,EU
7414,2593,Unitel Laos,Lao People's Democratic Republic,epc.mnc003.mcc457.3gppnetwork.org,45703,hidden,,Indirect,,,,,,LAOAS,"FT are going to connect this operator directly to our DSR but it isn¡¯t finished yet.

=========================================
changed to Comfone, 2018-08-17.
2018/8/30 FT still can not reach Unitel Laos yet.",:Comfone,Comfone:Prefered(Default),LIST_7414_UNITEL_LAOS,"EU,NA"
7092,905,BITE Latvia,Latvia,epc.mnc005.mcc247.3gppnetwork.org,24705,online,,Indirect,Live,,,,EMEA,LVABT,,:BICS,BICS:Prefered(Default),LIST_7092_BITE_LATVIA,"EU,NA"
6839,336,Latvian Mobile Telephone,Latvia,epc.mnc001.mcc247.3gppnetwork.org,24701,online,,Indirect,Live,,,,EMEA,LVALM,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_6839_LATVIAN_MOBILE_TELEPHONE,NA
6972,632,Tele2 Latvia,Latvia,epc.mnc002.mcc247.3gppnetwork.org,24702,online,,Indirect,Live,,,,EMEA,LVABC,,:Tele2,Tele2:Prefered(Default),LIST_6972_TELE2_LATVIA,EU
7423,1796,MIC 1,Lebanon,epc.mnc001.mcc415.3gppnetwork.org,41501,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,LBNFL,,:FT,FT:Need approval,LIST_7423_MIC_1,EU
7320,1695,Vodacom Lesotho,Lesotho,epc.mnc001.mcc651.3gppnetwork.org,65101,online,,Indirect,,,,,,LSOVL,"As per confirmed by VCS recently, LSOVL is not ready for LTE now, we will let you know once they will rea
2017/11/21.",:VCS,VCS:Prefered(Default),LIST_7320_VODACOM_LESOTHO,"EU,NA"
12744,1799,Libyana Mobile Phone ,Libyan Arab Jamahiriya,epc.mnc000.mcc606.3gppnetwork.org,60600,hidden,,Indirect,,,,,,LBYLM,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
7082,2514,Cubic Telecom,Liechtenstein,epc.mnc006.mcc295.3gppnetwork.org,29506,online,,Indirect,Live,,,,EMEA,,,:iBasis,iBasis:Prefered(Default),LIST_7082_CUBIC_TELECOM,EU
12633,3033,Emnify,Liechtenstein,epc.mnc009.mcc295.3gppnetwork.org,29509,online,,Indirect,Live,,,,EMEA,EMNLI,,:BICS,BICS:Prefered(Default),LIST_12633_EMNIFY,EU
12762,561,Orange Liechtenstein,Liechtenstein,epc.mnc002.mcc295.3gppnetwork.org,29502,hidden,,Indirect,,,,,,LIEVE,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-08
",:Comfone K2R,Comfone K2R:Prefered(Default),,
7267,560,Telecom Liechtenstein,Liechtenstein,epc.mnc005.mcc295.3gppnetwork.org,29505,online,,Indirect,Live,,,,EMEA,LIEMK,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_7267_TELECOM_LIECHTENSTEIN,EU
7091,325,BITE Lithuania,Lithuania,epc.mnc002.mcc246.3gppnetwork.org,24602,online,,Indirect,Live,,,,EMEA,LTUMT,,:BICS,BICS:Prefered(Default),LIST_7091_BITE_LITHUANIA,"EU,NA"
6838,408,Omnitel,Lithuania,epc.mnc001.mcc246.3gppnetwork.org,24601,online,,Indirect,Live,,,,EMEA,LTUOM,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_6838_OMNITEL,NA
6973,634,Tele2 Lithuania,Lithuania,epc.mnc003.mcc246.3gppnetwork.org,24603,online,,Indirect,Live,,,,EMEA,LTU03,,:Tele2,Tele2:Prefered(Default),LIST_6973_TELE2_LITHUANIA,EU
6840,417,EPT Luxembourg,Luxembourg,epc.mnc001.mcc270.3gppnetwork.org,27001,online,,Indirect,Live,,,,EMEA,LUXPT,,:DT:BICS,"DT:Prefered(Default)
BICS:Not prefered no Need approval",LIST_6840_EPT_LUXEMBOURG,"EU,NA"
7288,2887,MTX Connect,Luxembourg,"epc.mnc002.mcc270.3gppnetwork.org,epc.mnc039.mcc901.3gppnetwork.org","27002,90139",online,,Indirect,Live,,,,EMEA,MTX01,,:Telecom Italia Sparkle,Telecom Italia Sparkle:Prefered(Default),LIST_7288_MTX_CONNECT,"EU,NA"
6724,508,Orange Luxembourg,Luxembourg,epc.mnc099.mcc270.3gppnetwork.org,27099,online,,Indirect,Live,,,,EMEA,LUXVM,,:FT,FT:Prefered(Default),LIST_6724_ORANGE_LUXEMBOURG,"EU,NA"
6715,577,Tango Luxembourg,Luxembourg,epc.mnc077.mcc270.3gppnetwork.org,27077,online,,Indirect,Live,,,,EMEA,LUXTG,,:BICS,BICS:Prefered(Default),LIST_6715_TANGO_LUXEMBOURG,"EU,NA"
6962,177,CTM,Macao,epc.mnc001.mcc455.3gppnetwork.org,45501,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,MACCT,,,,LIST_6962_CTM,AP
7120,186,Hutchison Macau,Macao,epc.mnc003.mcc455.3gppnetwork.org,45503,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,MACHT,,,,LIST_7120_H3G_MACAU,AP
7104,301,SmarTone Macau,Macao,epc.mnc000.mcc455.3gppnetwork.org,45500,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,MACSM,,,,LIST_7104_SMARTONE_MACAU,AP
12497,1434,T-Mobile Macedon,Macedonia,epc.mnc001.mcc294.3gppnetwork.org,29401,online,,Indirect,Live,,,,EMEA,MKDMM,,:DT,DT:Prefered(Default),LIST_12497_TMOBILE_MACEDON,"EU,NA"
6961,1469,VIP Operator,Macedonia,epc.mnc003.mcc294.3gppnetwork.org,29403,online,,Indirect,Live,,,,EMEA,MKDNO,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_6961_VIP_OPERATOR,EU
12777,563,Celtel Madagascar,Madagascar,,,,,,,,,,,MDGCO,,,,,
7405,564,Orange (Antaris SMM),Madagascar,epc.mnc002.mcc646.3gppnetwork.org,64602,online,,Indirect,,,,,CALA,MDGK8,,:FT,FT:Prefered(Default),LIST_7405_ORANGE_ANTARIS_SMM,NA
7389,1391,Telma Mobile,Madagascar,epc.mnc004.mcc646.3gppnetwork.org,64604,online,,Indirect,Live,,,,EMEA,MDGTM,,:FT,FT:Prefered(Default),LIST_7389_TELMA_MOBILE,"EU,NA"
12730,567,Celtel Malawi,Malawi,epc.mnc010.mcc650.3gppnetwork.org ,65010,online,,Indirect,,,,,EMEA,MWICT,,:BICS,BICS:Prefered(Default),LIST_12730_CELTEL_MALAWI,"EU,NA"
6502,302,Celcom,Malaysia,epc.mnc019.mcc502.3gppnetwork.org,"50213,50219",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,MYSCC,,,,LIST_6502_CELCOM,AP
7045,176,DiGi,Malaysia,epc.mnc016.mcc502.3gppnetwork.org,50216,online,,Indirect,Live,,,,Asia Pacific,MYSMT,,:Telenor,Telenor:Prefered(Default),LIST_7045_DIGI,"EU,NA"
